Dar_IdDarwinCore,N Lote,Nombre Archivo Completo,Dar_ReinoOrganismo,Dar_DivisionOrganismo,Dar_ClaseOrganismo (Class),Dar_OrdenOrganismo,Dar_FamiliaOrganismo,Dar_GeneroOrganismo,Dar_NombreCientifico,Dar_EspecieOrganismo,Dar_AutorNombreCientifico ,Dar_IdentificadoPor,Fech. Compl. Ident,Dar_AnoIdentificacion (YearIdentified),Dar_MesIdentificacion (MonthIdentified),Dar_DiaIdentificacion (DayIdentified),Dar_CodigoInstitucion,Dar_CodigoColeccion,Dar_NumeroCatalogo,Dar_SexoOrganismo,longitud (cm) ,N,Dar_Colector,Fech.Completa,Dar_AnoColectado,Dar_MesColectado,Dar_DiaColectado,Dar_ContinenteOceano,Dar_Pais,Región,Provincia ,Distrito,Dar_Localidad,Dar_NombreComunOrganismo,Habitat,Uso,Latitud ,Longitud,Cuenca,Arte de Pesca,
863,CIIAP 863,CIIAP 863.jpg,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulididae,Anchoviella,Anchoviella sp.,sp. ,,Morgan Ruiz Tafur ,14/12/2022,2022,12,14,IIAP,CIIAP,CIIAP 863,I,LE: 3.8,34,Morgan Ruiz y Sindy Jean Luca ,25/8/2020,2020,8,25,América del Sur,Perú,Loreto,Maynas ,Iquitos ,zona baja de huachana ,yulilla ,cocha ,, -3.727402°, -73.277330°,río Nanay/Amazonas ,Red alevinera ,
864,CIIAP 864,CIIAP 864.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Hyphessobrycon ,Hyphessobrycon copelandi,copelandi,Durbin 1908,Morgan Ruiz Tafur ,14/12/2022,2022,12,14,IIAP,CIIAP,CIIAP 864,I,LE: 2.5,43,Morgan Ruiz y Sindy Jean Luca ,25/8/2020,2020,8,25,América del Sur,Perú,Loreto,Maynas ,Iquitos ,zona baja de huachana ,mojarita ,cocha ,, -3.727402°, -73.277330°,río Nanay/Amazonas ,Red alevinera ,
624,CIIAP 624,CIIAP 624.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Tetragonopterus ,Tetragonopterus argenteus,argenteus,Cuvier 1816,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 624,I,LE: 7.5,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,"O,C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
625,CIIAP 625,CIIAP 625.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Prochilodontidae,Prochilodus,Prochilodus nigricans,nigricans,Spix & Agassiz 1829,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 625,I,LE: 16.6,4,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,boquichico,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
626,CIIAP 626,CIIAP 626.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimata,Curimata vittata,vittata,(Kner 1858),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 626,I,LE: 10.5,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,"ractacara pintada, ractafogon ",quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
627,CIIAP 627,CIIAP 627.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Anostomidae ,Schizodon,Schizodon fasciatus,fasciatus,Spix & Agassiz 1829,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 627,I,LE: 16.2,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,lisa 3 bandas ,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
628,CIIAP 628,CIIAP 628.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Cynodontidae,Rhaphiodon,Rhaphiodon vulpinus,vulpinus,Spix & Agassiz 1829,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 628,I,LE: 18.1,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,chambira,quebrada ,"O,C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
629,CIIAP 629,CIIAP 629.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Erythrinidae,Hoplias ,Hoplias malabaricus,malabaricus,(Bloch 1794),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 629,I,LE: 15.2,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,fasaco,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
630,CIIAP 630,CIIAP 630.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Stethaprion ,Stethaprion erythrops ,erythrops,Cope 1870,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 630,I,LE: 6.1,22,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,O, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
631,CIIAP 631,CIIAP 631.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Cynodontidae,Cynodon ,Cynodon gibbus,gibbus,(Spix & Agassiz 1829),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 631,I,LE: 17.1,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,huapeta,quebrada ,"O,C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
632,CIIAP 632,CIIAP 632.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Bujurquina ,Bujurquina peregrinabunda ,peregrinabunda,Kullander 1986,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 632,I,LE: 8.9,18,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,bujurqui,quebrada ,"O,C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
633,CIIAP 633,CIIAP 633.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Lugubria,Lugubria cincta,cincta,(Regan 1905),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 633,I,LE: 18.8,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,añashua,quebrada ,"O,C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
634,CIIAP 634,CIIAP 634.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Brachychalcinus ,Brachychalcinus nummus,nummus,Böhlke 1958,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 634,I,LE: 6.2,5,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojarita,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
635,CIIAP 635,CIIAP 635.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Myloplus,Myloplus cf. levis ,cf. levis,(Eigenmann & McAtee 1907),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 635,I,LE: 6.7,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,curuhuara gancho rojo,quebrada ,"O, C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
636,CIIAP 636,CIIAP 636.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia oligolepis,oligolepis,(Günther 1864),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 636,I,LE: 56.4,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,O, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
637,CIIAP 637,CIIAP 637.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia comma ,comma,Eigenmann 1908,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 637,I,LE: 4.9,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,O, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
638,CIIAP 638,CIIAP 638.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia sp. ,sp.,,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 638,I,LE: 6.3,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojarita,quebrada ,O, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
639,CIIAP 639,CIIAP 639.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Mylossoma ,Mylossoma albiscopum,albiscopum,(Cope 1872),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 639,I,LE: 8.1,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,palometa,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
640,CIIAP 640,CIIAP 640.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Sternopygidae,Sternopygus,Sternopygus macrurus,macrurus,(Bloch & Schneider 1801),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 640,I,LT: 14.1,7,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,macana ,quebrada ,O, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
641,CIIAP 641,CIIAP 641.jpg,Animalia,Chordata,Actinopterygii,Cichliformes ,Cichlidae,Crenicichla ,Crenicichla johanna,johanna,Heckel 1840,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 641,I,LE: 15.6,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,añashua,quebrada ,"O, C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
642,CIIAP 642,CIIAP 642.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Acestrorhynchidae,Acestrorhynchus ,Acestrorhynchus falcatus,falcatus,(Bloch 1794),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 642,I,LE: 16.4,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,pez zorro,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
643,CIIAP 643,CIIAP 643.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Acestrorhynchidae,Acestrorhynchus ,Acestrorhynchus falcirostris,falcirostris,(Cuvier 1819),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 643,I,LE: 19.0,7,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,pez zorro,quebrada ,C, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
644,CIIAP 644,CIIAP 644.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Prochilodontidae,Semaprochilodus,Semaprochilodus insignis,insignis ,(Jardine 1841),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 644,I,LE: 9.4,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,yaraqui,quebrada ,"O, C", -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
645,CIIAP 645,CIIAP 645.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Anostomidae ,Pseudanos ,Pseudanos trimaculatus,trimaculatus,(Kner 1858),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 645,I,LE: 9.7,4,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,lisa ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
646,CIIAP 646,CIIAP 646.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Acanthodoras,Acanthodoras spinosissimus, spinosissimus,(Eigenmann & Eigenmann 1888),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 646,I,LE: 5.5 ,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,rego rego ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
647,CIIAP 647,CIIAP 647.jpg,Animalia ,Chordata,Actinopterygii,Siluriformes,Doradidae,Platydoras,Platydoras armatulus,armatulus,(Valenciennes 1840),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 647,I,LE: 5.3,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,lechero,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
648,CIIAP 648,CIIAP 648.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Batrochoglanis ,Batrochoglanis raninus,raninus,(Valenciennes 1840),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 648,I,LE: 13.9,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,bagre,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
649,CIIAP 649,CIIAP 649.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Metynnis,Metynnis maculatus,maculatus,(Kner 1858),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 649,I,LE: 8.3,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,palometa,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
650,CIIAP 650,CIIAP 650.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella ,Pimelodella cristata,cristata,(Müller y Troschel 1849),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 650,I,LE: 10.3,5,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,cunchi,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
651,CIIAP 651,CIIAP 651.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Serrasalmus ,Serrasalmus rhombeus,rhombeus,(Linnaeus 1766),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 651,I,LE: 8.3,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,paña,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
652,CIIAP 652,CIIAP 652.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Curimatidae,Cyphocharax,Cyphocharax notatus,Cyphocharax ,(Steindachner 1908),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 652,I,LE: 9.8,7,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,chio chio,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
653,CIIAP 653,CIIAP 653.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Cyphocharax,Cyphocharax spiluropsis,spiluropsis,(Eigenmann & Eigenmann 1889),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 653,I,LE: 6.3,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,chio chio,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
654,CIIAP 654,CIIAP 654.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimatella,Curimatella dorsalis,dorsalis,(Eigenmann & Eigenmann 1889),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 654,I,LE: 7.6,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,chio chio,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
655,CIIAP 655,CIIAP 655.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina ,Steindachnerina guentheri,guentheri,(Eigenmann & Eigenmann 1889),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 655,I,LE: 8.7,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,chio chio,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
656,CIIAP 656,CIIAP 656.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Ctenobrycon ,Ctenobrycon hauxwellianus,hauxwellianus,(Cope 1870),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 656,I,LE: 5.0,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
657,CIIAP 657,CIIAP 657.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Iguanodectidae,Bryconops ,Bryconops melanurus,melanurus,(Bloch 1794),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 657,I,LE: 7.6,5,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
658,CIIAP 658,CIIAP 658.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Bryconidae,Salminus ,Salminus iquitensis ,sp. ,,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 658,I,LE: 18.4,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,sabalo macho ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
659,CIIAP 659,CIIAP 659.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae,Ageneiosus,Ageneiosus inermis,inermis,(Linnaeus 1766),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 659,I,LE: 23.3,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,bocon ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
660,CIIAP 660,CIIAP 660.jpg,Animalia,Chordata,Actinopterygii,Beloniformes ,Belonidae,Potamorrhaphis ,Potamorrhaphis guianensis,guianensis,(Jardine 1843),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 660,I,LE: 19.6,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,pez aguja ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
661,CIIAP 661,CIIAP 661.jpg,Animalia,Chordata,Actinopterygii,Beloniformes ,Belonidae,Pseudotylosurus ,Pseudotylosurus angusticeps,angusticeps,(Günther 1866),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 661,I,LE: 23.1,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,pez aguja ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
662,CIIAP 662,CIIAP 662.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae,Auchenipterichthys ,Auchenipterichthys coracoideus,coracoideus,(Eigenmann & Allen 1942),Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 662,I,LE: 9.7,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,leguia,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
663,CIIAP 663,CIIAP 663.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras ,Corydoras cf. sychri,sychri,Weitzman 1960,Morgan Ruiz Tafur ,13/9/2022,2022,9,13,IIAP,CIIAP,CIIAP 663,I,LE: 5.8,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,shiruy ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
664,CIIAP 664,CIIAP 664.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Charax ,Charax tectifer,tectifer,(Cope 1870),Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 664,I,LE: 9.5,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,denton ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
665,CIIAP 665,CIIAP 665.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Curimatidae,Psectrogaster ,Psectrogaster essequibensis,essequibensis,(Günther 1864),Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 665,I,LE: 9.8,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,ractacara ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
666,CIIAP 666,CIIAP 666.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus ,Ancistrus sp. ,sp. ,,Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 666,I,LE: 15.7,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,carachama ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
667,CIIAP 667,CIIAP 667.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae,Trachydoras ,Trachydoras nattereri,nattereri,(Steindachner 1881),Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 667,I,LE: 9.6,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,pirillo ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
668,CIIAP 668,CIIAP 668.jpg,Animalia,Chordata,Actinopterygii,Gymnotiformes ,Sternopygidae,Eigenmannia ,Eigenmannia limbata,limbata,(Schreiner & Miranda Ribeiro 1903),Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 668,I,LT: 17.6,1,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,macana ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
669,CIIAP 669,CIIAP 669.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae ,Pimelodus,Pimelodus blochii, blochii,Valenciennes 1840,Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 669,I,LE: 8.4 ,3,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,cunchi,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
670,CIIAP 670,CIIAP 670.jpg,Animalia,Chordata,Actinopterygii,Characiformes ,Characidae,Moenkhausia ,Moenkhausia grandisquamis,grandisquamis,(Müller & Troschel 1845),Morgan Ruiz Tafur ,14/9/2022,2022,9,14,IIAP,CIIAP,CIIAP 670,I,LE: 7.3,2,Morgan Ruiz y Leonardo Davila,6/8/2019,2019,8,6,América del Sur,Perú,Loreto,Maynas ,San Juan Bautista,zona media del Pintuyacu,mojara ,quebrada ,, -4.099500°,-73.455000°,Itaya/Amazonas,Red alevinera ,
